../../../dataset/higgs,10.522584
../../../dataset/google,5.919184
../../../dataset/higgs,5.560532
../../../dataset/google,5.712676
../../../dataset/google,5.783357
../../../dataset/higgs,10.746188
../../../dataset/higgs,10.787252
../../../dataset/google,5.771911
../../../dataset/dc/amazon,8.429897
../../../dataset/dc/com-youtube,8.856707
../../../dataset/dc/com-youtube,8.655095
../../../dataset/dc/patents,5.197264
../../../dataset/hpc/12month1.mtx,9.312444
../../../dataset/dc/pokec,5.144267
../../../dataset/dc/google,5.714636
../../../dataset/dc/google,6.102203
../../../dataset/dc/higgs,9.820327
../../../dataset/dc/talk,3.488016
../../../dataset/dc/skitter,7.737443
../../../dataset/dc/soc-sign-epinions.mtx,10.167453
../../../dataset/dc/google,5.680645
../../../dataset/dc/stanford,6.252696
../../../dataset/dc/google,6.123356
../../../dataset/dc/google,6.122115
../../../dataset/dc/google,6.088267
../../../dataset/dc/google,6.082152
../../../dataset/dc/google,6.098157
../../../dataset/dc/google,6.122442
../../../dataset/dc/google,6.096512
../../../dataset/dc/google,6.095514
../../../dataset/dc/google,6.065358
../../../dataset/dc/google,4.304042
../../../dataset/dc/google,6.077445
../../../dataset/dc/google,6.088183
../../../dataset/dc/google,6.095416
../../../dataset/dc/google,6.096279
../../../dataset/dc/google,6.111777
../../../dataset/dc/google,5.696542
../../../dataset/dc/pokec,4.728950
../../../dataset/dc/google,6.126428
../../../dataset/dc/google,5.587045
../../../dataset/dc/google,6.051001
../../../dataset/dc/google,6.081290
../../../dataset/dc/google,6.083177
../../../dataset/dc/google,5.622968
../../../dataset/dc/google,5.226629
../../../dataset/dc/google,5.604845
../../../dataset/dc/pokec,5.558306
../../../dataset/dc/pokec,5.570244
../../../dataset/dc/google,6.130294
../../../dataset/dc/google,6.073537
../../../dataset/dc/google,6.109868
../../../dataset/dc/pokec,5.461840
../../../dataset/dc/talk,3.559652
../../../dataset/dc/soc-sign-epinions.mtx,11.672833
../../../dataset/dc/wb-edu,8.524420
../../../dataset/dc/soc-sign-epinions.mtx,11.884457
../../../dataset/dc/google,6.045315
../../../dataset/dc/google,5.725108
../../../dataset/dc/google,6.146325
../../../dataset/dc/higgs,10.179243
../../../dataset/dc/google,5.559134
../../../dataset/dc/pokec,5.549549
../../../dataset/dc/soc-sign-epinions.mtx,11.138246
../../../dataset/dc/amazon,7.728935
../../../dataset/hpc/rma10.mtx,29.962452
../../../dataset/hpc/dense4k,12.362395
../../../dataset/hpc/human_gene2.mtx,12.313958
../../../dataset/hpc/human_gene2.mtx,13.352983
../../../dataset/hpc/circuit5M.mtx,8.749124
