../dataset/web-Google.mtx,6.290254
../dataset/web-Google.mtx,6.341013
../dataset/web-Google.mtx,6.308097
../dataset/web-Google.mtx,6.314499
../dataset/web-Google.mtx,6.193435
../dataset/web-Google.mtx,6.299697
../dataset/web-Google.mtx,6.316268
../dataset/web-Google.mtx,6.312886
../dataset/web-Google.mtx,6.280117
../dataset/web-Google.mtx,6.271773
../dataset/web-Google.mtx,6.301319
../dataset/web-Google.mtx,6.318254
../dataset/web-Google.mtx,6.260294
../dataset/web-Google.mtx,6.323642
../dataset/web-Google.mtx,6.296628
../dataset/web-Google.mtx,6.245769
../dataset/web-Google.mtx,6.281582
../dataset/web-Google.mtx,6.312917
../dataset/web-Google.mtx,6.318641
